Timestamp(ms) actualVelocity_1 actualVelocity_2 v_target_mobile asserv.v_mobile asserv.alpha targetVelocity_1 targetVelocity_2 x initial_x asserv.target_x h_triangle L1 L2 
77210 2 3 0.0002431871835142374 -0.0012060118606314063 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77230 3 3 0.0002431871835142374 0.0024120237212628126 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77250 -7 5 0.0002431871835142374 0.0036180354654788971 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77270 5 0 0.0002431871835142374 -0.00844208337366581 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77290 -8 -4 0.0002431871835142374 0.0060300589539110661 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77310 -1 6 0.0002431871835142374 -0.00964809488505125 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77330 3 -3 0.0002431871835142374 -0.0012060118606314063 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77350 1 -2 0.0002431871835142374 0.0036180354654788971 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77370 1 -3 0.0002431871835142374 0.0012060118606314063 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77390 2 0 0.0002431871835142374 0.0012060118606314063 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77410 4 -1 0.0002431871835142374 0.0024120237212628126 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77430 3 -3 0.0002431871835142374 0.0048240474425256252 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77450 -4 0 0.0002431871835142374 0.0036180354654788971 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77470 7 1 0.0002431871835142374 -0.0048240474425256252 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77490 -4 -2 0.0002431871835142374 0.00844208337366581 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77510 -1 -3 0.0002431871835142374 -0.0048240474425256252 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77530 7 -2 0.0002431871835142374 -0.0012060118606314063 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77550 -4 -1 0.0002431871835142374 0.00844208337366581 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77570 -5 -4 0.0002431871835142374 -0.0048240474425256252 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77590 0 -1 0.0002431871835142374 -0.0060300589539110661 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77610 2 0 0.0002431871835142374 0 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77630 3 -1 0.0002431871835142374 0.0024120237212628126 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77650 5 2 0.0002431871835142374 0.0036180354654788971 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77670 5 -1 0.0002431871835142374 0.0060300589539110661 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77690 8 -1 0.0002431871835142374 0.0060300589539110661 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77710 -3 3 0.0002431871835142374 0.00964809488505125 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77730 -3 3 0.0002431871835142374 -0.0036180354654788971 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77750 -9 1 0.0002431871835142374 -0.0036180354654788971 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77770 -3 -3 0.0002431871835142374 -0.010854106396436691 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77790 9 -1 0.0002431871835142374 -0.0036180354654788971 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77810 -3 -2 0.0002431871835142374 0.010854106396436691 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77830 -5 -4 0.0002431871835142374 -0.0036180354654788971 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77850 2 -3 0.0002431871835142374 -0.0060300589539110661 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77870 3 3 0.0002431871835142374 0.0024120237212628126 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77890 -5 4 0.0002431871835142374 0.0036180354654788971 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77910 -4 -4 0.0002431871835142374 -0.0060300589539110661 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77930 -3 0 0.0002431871835142374 -0.0048240474425256252 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77950 -6 -4 0.0002431871835142374 -0.0036180354654788971 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77970 5 2 0.0002431871835142374 -0.0072360709309577942 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
77990 -2 -4 0.0002431871835142374 0.0060300589539110661 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78010 -5 1 0.0002431871835142374 -0.0024120237212628126 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78030 14 -1 0.0002431871835142374 -0.0060300589539110661 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78050 4 -2 0.0002431871835142374 0.016884166747331619 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78070 7 -2 0.0002431871835142374 0.0048240474425256252 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78090 2 1 0.0002431871835142374 0.00844208337366581 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78110 6 0 0.0002431871835142374 0.0024120237212628126 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78130 8 1 0.0002431871835142374 0.0072360709309577942 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78150 3 -3 0.0002431871835142374 0.00964809488505125 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78170 3 1 0.0002431871835142374 0.0036180354654788971 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78190 -4 1 0.0002431871835142374 0.0036180354654788971 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78210 7 3 0.0002431871835142374 -0.0048240474425256252 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78230 -7 -4 0.0002431871835142374 0.00844208337366581 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78250 7 3 0.0002431871835142374 -0.00844208337366581 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78270 -1 2 0.0002431871835142374 0.00844208337366581 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78290 2 -2 0.0002431871835142374 -0.0012060118606314063 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78310 7 -2 0.0002431871835142374 0.0024120237212628126 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78330 6 0 0.0002431871835142374 0.00844208337366581 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78350 2 -2 0.0002431871835142374 0.0072360709309577942 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78370 2 2 0.0002431871835142374 0.0024120237212628126 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78390 1 1 0.0002431871835142374 0.0024120237212628126 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78410 3 -5 0.0002431871835142374 0.0012060118606314063 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78430 -1 5 0.0002431871835142374 0.0036180354654788971 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78450 -1 -5 0.0002431871835142374 -0.0012060118606314063 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78470 1 2 0.0002431871835142374 -0.0012060118606314063 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78490 -1 2 0.0002431871835142374 0.0012060118606314063 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78510 10 -6 0.0002431871835142374 -0.0012060118606314063 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78530 6 4 0.0002431871835142374 0.012060117907822132 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78550 -1 -3 0.0002431871835142374 0.0072360709309577942 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78570 0 -1 0.0002431871835142374 -0.0012060118606314063 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78590 -1 -5 0.0002431871835142374 0 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78610 -1 0 0.0002431871835142374 -0.0012060118606314063 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78630 5 -3 0.0002431871835142374 -0.0012060118606314063 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78650 1 2 0.0002431871835142374 0.0060300589539110661 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78670 -3 -2 0.0002431871835142374 0.0012060118606314063 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78690 -3 5 0.0002431871835142374 -0.0036180354654788971 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78710 -3 1 0.0002431871835142374 -0.0036180354654788971 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78730 2 4 0.0002431871835142374 -0.0036180354654788971 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78750 2 -4 0.0002431871835142374 0.0024120237212628126 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78770 -6 -1 0.0002431871835142374 0.0024120237212628126 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78790 -3 0 0.0002431871835142374 -0.0072360709309577942 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78810 2 3 0.0002431871835142374 -0.0036180354654788971 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78830 -7 -3 0.0002431871835142374 0.0024120237212628126 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78850 4 7 0.0002431871835142374 -0.00844208337366581 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78870 -4 -3 0.0002431871835142374 0.0048240474425256252 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78890 12 -6 0.0002431871835142374 -0.0048240474425256252 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
78910 1 1 0.0002431871835142374 0.014472141861915588 0.99997568130493164 0 0 1.4999902248382568 1.0975925922393799 1.5 1.5586391687393188 2.1631748676300049 1.6368765830993652
