V20.3.3.0 Trace: mesure_all
C:\Users\HP\Documents\CoursMines\mecatro\TI_MECATRO_Tricodrisse\minimal_working_example\M241_ILE_2_moteurs_new.project
Timestamp(ms) actualVelocity_1 actualVelocity_2 v_target_mobile asserv.v_mobile asserv.alpha targetVelocity_1 targetVelocity_2 x init_x target_x h_triangle 
864 -2 0 0 0 0 0 0 0 0 1.5 0
884 4 -1 0 0 0 0 0 0 0 1.5 0
904 -1 -2 0 0 0 0 0 0 0 1.5 0
924 4 0 0 0 0 0 0 0 0 1.5 0
944 6 -3 0 0 0 0 0 0 0 1.5 0
964 0 2 0 0 0 0 0 0 0 1.5 0
984 -9 -3 0 0 0 0 0 0 0 1.5 0
1004 1 -4 0 0 0 0 0 0 0 1.5 0
1024 -3 0 0 0 0 0 0 0 0 1.5 0
1044 6 -4 0 0 0 0 0 0 0 1.5 0
1064 -1 -4 0 0 0 0 0 0 0 1.5 0
1084 -3 3 0 0 0 0 0 0 0 1.5 0
1104 0 1 0 0 0 0 0 0 0 1.5 0
1124 -5 6 0 0 0 0 0 0 0 1.5 0
1144 5 -2 0 0 0 0 0 0 0 1.5 0
1164 5 0 0 0 0 0 0 0 0 1.5 0
1184 -4 -2 0 0 0 0 0 0 0 1.5 0
1204 -1 4 0 0 0 0 0 0 0 1.5 0
1224 -8 -1 0 0 0 0 0 0 0 1.5 0
1244 2 5 0 0 0 0 0 0 0 1.5 0
1264 -1 -3 0 0 0 0 0 0 0 1.5 0
1284 -3 -1 0 0 0 0 0 0 0 1.5 0
1304 3 0 0 0 0 0 0 0 0 1.5 0
1324 4 -1 0 0 0 0 0 0 0 1.5 0
1344 2 -2 0 0 0 0 0 0 0 1.5 0
1364 -4 4 0 0 0 0 0 0 0 1.5 0
1384 3 0 0 0 0 0 0 0 0 1.5 0
1404 -5 -2 0 0 0 0 0 0 0 1.5 0
1424 4 -1 0 0 0 0 0 0 0 1.5 0
1444 -1 -1 0 0 0 0 0 0 0 1.5 0
1464 -4 -5 0 0 0 0 0 0 0 1.5 0
1484 5 -1 0 0 0 0 0 0 0 1.5 0
1504 0 -4 0 0 0 0 0 0 0 1.5 0
1524 1 0 0 0 0 0 0 0 0 1.5 0
1544 4 1 0 0 0 0 0 0 0 1.5 0
1564 1 0 0 0 0 0 0 0 0 1.5 0
1584 2 -3 0 0 0 0 0 0 0 1.5 0
